participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag,source_file,target, participant
3,6,0,0,14.967,14967,-3.88,8.29,4.31,10.117,-0.36,0.1473,1.0363,30.13,59.56,136.88,-5.634,2.3323,3.2402,6.9051,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,6,0,0,15.088,15088,-2.77,8.78,3.45,9.8318,-0.4309,-0.1833,1.309,23.44,64.5,143.81,-5.2566,3.1819,3.2679,6.9596,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,6,0,0,15.25,15250,-2.18,9.92,3.15,10.634,-0.4865,-0.2607,1.0472,13.88,70.63,155.38,-4.8512,4.0698,3.2523,7.1186,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,6,0,0,15.375,15375,-2.44,10.19,2.78,10.8406,-0.3382,-0.1767,0.661,9.13,74.19,161.56,-4.5335,4.8763,3.1901,7.3829,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,6,0,0,15.497,15497,-3.84,9.46,2.61,10.538,-0.0731,0.1745,-0.1582,7.56,75.38,163.25,-4.4421,5.4803,3.1136,7.7111,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,6,0,0,15.619,15619,-5.38,11.66,2.35,13.0546,0.1004,1.1268,-1.2741,11.81,74.31,154.19,-4.5657,6.2946,3.013,8.3394,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,6,0,0,15.739,15739,-2.16,14.82,2.91,15.2567,0.745,1.4552,-3.123,21.69,67.69,134.44,-4.2487,7.4181,2.9994,9.0596,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,6,0,0,15.86,15860,-2.31,12.57,4.43,13.5265,1.4748,0.7429,-5.3505,43.88,44.88,102.69,-3.9932,8.097,3.188,9.5744,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,6,0,0,15.981,15981,-5.44,3.6,4.18,7.7476,2.0628,0.0785,-4.2542,53.75,-4.75,75.5,-4.1838,7.5044,3.3187,9.2105,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,6,0,0,16.102,16102,-4.33,-1.39,3.88,5.9779,1.3439,-0.3087,-3.0249,44.88,-42.69,57.5,-4.2031,6.3323,3.3926,8.3231,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,6,0,0,16.266,16266,-2.9,-5.37,2.41,6.5616,1.2675,-0.12,-2.0409,26.25,-66.94,36.94,-4.0314,4.7903,3.2632,7.0602,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,6,0,0,16.391,16391,-2.89,-9.61,1.84,10.2024,0.9719,0.2247,-0.9305,16.81,-76.69,29.56,-3.881,2.8927,3.0756,5.7349,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,6,0,0,16.512,16512,-2.92,-8.59,0.8,9.1079,0.0905,0.3043,0.3698,16.94,-78.44,32.44,-3.7544,1.3795,2.7758,4.8686,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,6,0,0,16.633,16633,-3.4,-7.99,1.88,8.8845,-0.2574,0.1134,0.6425,19.63,-77.0,36.31,-3.7077,0.1449,2.6577,4.5641,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,16.754,16754,-5.01,-7.62,2.71,9.5136,-0.6447,0.0044,1.7977,26.94,-72.81,43.13,-3.8793,-0.8783,2.6646,4.7875,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,16.875,16875,-5.73,-5.46,2.52,8.3063,-0.3392,0.1724,1.0712,36.88,-65.88,52.5,-4.1232,-1.4821,2.6456,5.1182,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,16.996,16996,-6.42,-5.44,4.09,9.3562,-0.8301,0.2945,1.7453,43.19,-58.31,60.31,-4.4258,-2.0036,2.8359,5.6254,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,17.117,17117,-7.33,-0.82,4.25,8.5126,-1.0363,0.3665,2.27,52.31,-39.5,71.38,-4.8085,-1.8477,3.0222,5.9724,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,17.284,17284,-7.96,0.59,5.91,9.9317,-0.8192,0.5007,1.9319,55.25,-7.31,86.31,-5.2238,-1.5264,3.4028,6.4185,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,17.424,17424,-6.81,4.81,5.98,10.2602,-0.7309,0.3927,1.9166,49.94,19.69,98.19,-5.4328,-0.6915,3.7424,6.6332,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,17.546,17546,-5.7,4.99,5.06,9.1101,-0.7974,0.0753,1.345,43.38,34.94,106.88,-5.468,0.0572,3.916,6.7259,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,17.666,17666,-4.87,8.48,4.78,10.8847,-0.9043,-0.0131,1.7737,36.13,47.25,114.88,-5.3892,1.1671,4.0299,6.8298,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,17.787,17787,-3.18,8.93,3.87,10.2389,-0.4778,-0.264,1.3101,28.56,56.25,124.06,-5.0981,2.1901,4.0088,6.8453,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,17.908,17908,-2.92,9.37,4.19,10.6714,-0.516,-0.4843,1.3352,22.56,62.44,133.06,-4.8111,3.1362,4.0327,7.0175,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,18.029,18029,-1.62,9.7,3.27,10.3637,-0.4298,-0.6621,1.1366,16.13,68.38,143.31,-4.3906,4.0011,3.9322,7.1238,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,18.15,18150,-1.64,9.7,2.62,10.1806,-0.2913,-0.5607,0.8618,11.5,72.31,152.13,-4.0281,4.7521,3.7593,7.276,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,18.312,18312,-2.13,10.26,2.17,10.7011,-0.1178,-0.3131,0.5672,5.88,75.19,161.88,-3.778,5.4779,3.5498,7.542,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,18.438,18438,-3.27,8.88,2.45,9.775,0.0982,0.264,-0.6327,6.13,74.94,162.06,-3.7111,5.9262,3.4049,7.7772,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,18.559,18559,-5.57,11.16,2.67,12.7554,-0.0567,1.3886,-1.3799,12.25,73.63,149.44,-3.956,6.6159,3.3081,8.3883,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,18.679,18679,-0.59,15.94,2.81,16.1965,0.8476,1.429,-2.5624,20.19,67.25,130.69,-3.5125,7.8446,3.2424,9.1863,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,18.8,18800,-1.55,11.54,4.02,12.3181,1.9886,0.384,-4.96,40.44,46.13,103.94,-3.2539,8.3315,3.3449,9.5494,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,18.921,18921,-5.62,2.94,5.08,8.1262,1.8697,0.2411,-3.9401,51.5,0.94,79.25,-3.5657,7.6211,3.5735,9.1414,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,19.042,19042,-4.13,-0.63,3.68,5.5674,2.0388,-0.2313,-3.3696,44.5,-36.31,62.38,-3.64,6.5338,3.5876,8.2952,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,19.163,19163,-2.95,-5.45,2.15,6.5595,2.0868,-0.7385,-2.5416,30.5,-64.0,45.56,-3.5491,4.9546,3.3981,6.9779,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,19.325,19325,-3.27,-8.48,1.04,9.1479,0.2225,-0.4309,-0.5945,19.88,-79.0,32.19,-3.5123,3.1843,3.0874,5.6576,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,19.451,19451,-4.05,-8.29,1.17,9.3003,0.1516,0.1222,0.2051,19.44,-80.13,30.13,-3.5832,1.6723,2.8347,4.8653,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,19.573,19573,-3.8,-8.63,2.0,9.6393,-0.3665,0.3207,0.4134,20.63,-79.25,32.38,-3.6117,0.3147,2.7247,4.5352,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,7,0,0,19.693,19693,-3.56,-7.06,1.94,8.1413,-0.5956,0.3305,1.3035,25.5,-74.06,38.13,-3.6049,-0.6571,2.6213,4.5054,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,19.814,19814,-5.21,-5.99,2.76,8.4049,-0.7079,0.3818,2.5253,37.44,-65.5,51.5,-3.8164,-1.3598,2.6396,4.8355,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,19.935,19935,-7.9,-3.45,4.06,9.5287,-0.7778,0.7603,2.1871,49.25,-48.94,67.0,-4.3545,-1.6353,2.8268,5.443,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,20.057,20057,-7.89,-0.35,5.77,9.781,-1.1596,0.9828,1.8675,52.5,-23.94,78.69,-4.8204,-1.4659,3.2146,5.9765,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,20.183,20183,-6.53,1.03,6.57,9.3202,-1.3297,0.6065,1.3145,49.63,-2.38,85.38,-5.0457,-1.137,3.6568,6.3343,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,20.345,20345,-5.82,5.39,5.8,9.8267,-0.9119,-0.1331,1.6079,44.69,23.75,95.38,-5.1477,-0.2769,3.9392,6.4879,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,20.466,20466,-6.76,5.88,5.5,10.5129,-0.8345,-0.312,0.8127,43.19,35.0,100.81,-5.3602,0.5344,4.1449,6.7968,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,20.587,20587,-5.3,7.38,4.44,10.1128,-0.7385,-0.1614,1.4748,38.94,46.56,107.06,-5.3523,1.4365,4.1838,6.9436,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,20.708,20708,-4.04,8.06,4.48,10.0676,-0.5083,-0.0491,1.0865,33.0,54.38,114.38,-5.1793,2.3093,4.2228,7.0704,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,20.829,20829,-2.53,8.99,3.8,10.0827,-0.5945,-0.3371,1.693,25.5,61.56,123.25,-4.8302,3.1896,4.1671,7.1323,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,20.956,20956,-1.38,9.76,3.3,10.3948,-0.552,-0.7243,1.5173,17.19,68.38,135.5,-4.3756,4.0554,4.0528,7.2123,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,21.077,21077,-0.78,10.56,2.23,10.821,-0.5618,-0.8214,1.1966,9.5,74.81,148.81,-3.9018,4.9126,3.8126,7.3412,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,21.198,21198,-1.29,10.51,2.19,10.813,-0.1996,-0.7036,0.8781,4.25,78.13,159.06,-3.5576,5.6502,3.5988,7.585,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,21.36,21360,-1.63,9.41,1.53,9.6719,0.0142,-0.2891,0.3,-0.44,79.0,169.0,-3.3036,6.1456,3.3262,7.7296,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,21.481,21481,-3.75,13.65,1.42,14.2268,-0.0458,0.5585,-0.2105,-0.63,78.94,167.94,-3.3624,7.1345,3.075,8.4654,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,21.604,21604,-0.6,15.73,0.61,15.7533,0.2247,0.8236,-2.8983,6.81,79.0,155.0,-2.9984,8.2672,2.7502,9.2141,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,21.725,21725,-1.94,12.37,2.73,12.8154,1.1508,0.8912,-6.0617,36.63,67.56,120.06,-2.8589,8.8078,2.7475,9.6592,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,21.849,21849,-5.47,6.91,4.03,9.6907,1.6002,0.48,-4.9971,62.44,14.19,83.06,-3.203,8.5577,2.9165,9.5917,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,21.97,21970,-4.57,0.0,3.17,5.5618,1.669,-0.0578,-3.3423,54.75,-40.13,63.5,-3.3831,7.43,2.9499,8.6806,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,22.091,22091,-3.51,-6.38,2.47,7.6893,1.2032,-0.3643,-3.0751,38.88,-65.44,47.0,-3.3999,5.6102,2.8867,7.1671,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,22.212,22212,-3.74,-6.25,1.54,7.4446,0.624,-0.2214,-1.6602,25.13,-75.06,32.44,-3.4447,4.0474,2.7092,5.9655,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,22.374,22374,-2.27,-8.95,0.6,9.2529,0.5356,0.0556,-0.2465,15.63,-82.19,23.56,-3.2899,2.3346,2.4313,4.7101,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,22.497,22497,-3.35,-8.99,1.09,9.6556,-0.4156,-0.0556,0.0076,15.19,-81.81,22.63,-3.2978,0.8423,2.2545,4.0826,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,8,0,0,22.618,22618,-2.77,-7.86,1.85,8.5367,-0.2334,-0.084,0.4996,17.19,-78.94,23.38,-3.2283,-0.3044,2.2012,3.9191,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,22.742,22742,-3.66,-7.95,2.34,9.0595,-0.2913,-0.1134,1.5468,24.63,-76.94,28.5,-3.2851,-1.3119,2.2195,4.1761,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,22.864,22864,-6.12,-6.45,2.17,9.1524,-0.2018,0.3229,1.5566,34.19,-73.19,38.31,-3.6587,-1.989,2.213,4.7159,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,22.984,22984,-6.81,-4.93,2.87,8.8836,-0.2694,0.4712,2.3573,46.0,-64.88,53.0,-4.074,-2.3765,2.2996,5.2472,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,23.105,23105,-7.56,-2.52,3.84,8.8459,-0.576,0.3774,2.1424,57.06,-48.5,67.56,-4.5333,-2.3954,2.5026,5.7054,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,23.226,23226,-7.95,0.06,3.93,8.8685,-0.288,0.1756,1.7966,63.31,-25.13,78.38,-4.9836,-2.0719,2.6907,6.0306,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,23.39,23390,-7.36,3.09,3.95,8.9062,-0.3207,0.0916,2.2853,64.19,14.88,95.06,-5.2967,-1.3917,2.8566,6.1767,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,23.515,23515,-7.84,6.27,4.25,10.9014,-0.1342,0.1167,2.0431,56.06,40.25,110.38,-5.6319,-0.3821,3.0402,6.4115,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,23.637,23637,-6.06,6.29,4.53,9.8391,0.0774,0.2182,2.2482,44.69,51.19,124.94,-5.6883,0.4972,3.2365,6.5634,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,23.757,23757,-4.26,9.55,4.73,11.4771,-0.0425,0.2378,1.9766,32.06,57.25,138.44,-5.5001,1.6901,3.4333,6.7004,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,23.878,23878,-2.79,7.89,4.94,9.718,0.0469,0.2116,1.5293,21.63,59.0,149.13,-5.1429,2.5071,3.6319,6.7769,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,23.999,23999,-2.03,8.16,4.14,9.3726,-0.4418,0.2825,1.4966,12.25,61.63,158.13,-4.7327,3.252,3.6988,6.8305,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,24.121,24121,-0.84,10.11,3.07,10.5992,-0.5094,0.3392,1.0952,3.44,65.19,165.0,-4.2198,4.1557,3.616,6.9391,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,24.247,24247,-1.42,10.1,3.36,10.7385,-0.4451,0.3316,0.2498,-1.5,68.38,168.06,-3.8508,4.939,3.5822,7.2149,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,24.409,24409,-2.64,11.13,4.08,12.1447,0.2563,0.2803,-1.5293,4.19,69.56,158.75,-3.6913,5.7548,3.6478,7.7492,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,24.53,24530,-3.52,14.93,4.74,16.055,0.5083,0.5312,-2.9812,17.13,65.13,142.25,-3.6687,6.9639,3.7918,8.7368,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,24.651,24651,-3.85,11.82,4.38,13.1803,1.273,-0.0447,-4.1375,37.38,51.69,118.56,-3.6926,7.6038,3.8693,9.2965,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,24.772,24772,-2.97,3.84,4.55,6.6535,1.5664,-1.0047,-4.7866,57.31,17.5,94.94,-3.5974,7.1078,3.959,8.8958,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,24.897,24897,-5.4,-1.41,2.39,6.0713,0.4112,-1.6515,-4.5215,57.81,-47.0,64.94,-3.8349,5.9854,3.7522,8.0381,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,25.02,25020,-4.58,-4.81,1.61,6.8341,0.6774,-0.9152,-2.3278,41.25,-75.13,39.25,-3.9331,4.5628,3.4699,6.9519,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,25.141,25141,-3.9,-7.97,1.13,8.9447,0.3632,0.024,-1.3974,30.38,-82.81,27.81,-3.9287,2.9113,3.1616,5.8229,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,25.262,25262,-5.89,-7.5,-0.29,9.5408,0.2618,0.7287,0.3872,26.88,-83.44,27.75,-4.1872,1.5394,2.7068,5.2181,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,9,0,0,25.424,25424,-4.63,-8.15,1.32,9.4658,-0.2236,0.6469,0.24,30.38,-79.88,38.13,-4.2455,0.2626,2.524,4.9461,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,25.545,25545,-4.67,-7.05,1.96,8.6806,-0.1549,0.3458,0.5258,31.63,-75.56,41.5,-4.3015,-0.701,2.4497,4.9995,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,25.672,25672,-5.25,-7.35,2.32,9.3256,0.0,-0.0425,1.165,36.56,-74.0,47.44,-4.4265,-1.5772,2.4326,5.2914,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,25.792,25792,-6.35,-5.43,2.09,8.6125,-0.4614,-0.156,1.5163,47.25,-69.75,57.0,-4.6799,-2.0849,2.3875,5.6523,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,25.913,25913,-7.54,-3.34,1.6,8.4004,-0.2858,0.1134,1.6613,56.88,-61.81,65.88,-5.0568,-2.2503,2.2837,5.9875,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,26.034,26034,-8.09,-1.73,2.56,8.6599,-0.4625,0.2454,2.4805,66.56,-42.63,78.94,-5.4565,-2.1817,2.3201,6.3179,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,26.155,26155,-7.93,2.49,2.85,8.7868,-0.6894,0.3076,2.1882,70.44,3.13,92.63,-5.7825,-1.5661,2.3899,6.4499,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,26.277,26277,-8.95,4.79,3.74,10.8182,-0.5563,-0.2138,2.0977,64.94,39.75,103.81,-6.1999,-0.7285,2.5678,6.75,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,26.439,26439,-6.95,7.49,2.9,10.6213,-0.2869,-0.1494,1.885,50.94,64.75,119.75,-6.2987,0.3544,2.6116,6.8279,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,26.564,26564,-5.49,8.56,2.71,10.5242,0.1516,0.0949,2.0649,39.5,70.0,132.13,-6.1921,1.4357,2.6246,6.8769,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,26.685,26685,-2.93,10.3,2.93,11.1022,-0.1516,0.3185,2.7565,21.69,72.5,149.31,-5.7623,2.6038,2.6648,6.8618,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,26.806,26806,-0.75,10.91,2.7,11.2641,-0.1102,0.1865,1.8642,5.75,74.44,163.69,-5.1018,3.6984,2.6695,6.8434,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,26.927,26927,-2.66,9.69,2.64,10.3895,-0.108,0.1865,0.2705,-0.44,74.94,169.38,-4.78,4.4879,2.6656,7.0778,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,27.048,27048,-2.43,9.89,2.41,10.4654,-0.1178,0.4407,0.1233,1.0,75.94,166.31,-4.4703,5.1998,2.6319,7.345,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,27.169,27169,-2.63,11.05,2.37,11.6033,0.408,0.661,-1.0297,3.88,74.94,160.0,-4.2278,5.9707,2.5974,7.7634,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,27.29,27290,-2.62,13.68,3.2,14.2915,0.6109,0.4003,-2.6333,14.75,70.0,144.81,-4.016,6.9866,2.6768,8.4915,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,27.457,27457,-3.83,10.05,5.02,11.8689,1.2555,-0.4669,-5.032,46.75,52.19,112.31,-3.9915,7.3902,2.9856,8.9141,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,27.578,27578,-6.89,3.3,3.73,8.5015,0.9425,-0.7778,-3.7132,66.5,0.0,85.38,-4.3734,6.8513,3.0837,8.6934,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,27.7,27700,-6.35,-0.8,2.02,6.7114,1.3319,-0.793,-3.711,59.63,-56.44,65.5,-4.6339,5.843,2.9435,8.0173,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,27.82,27820,-5.88,-5.38,0.95,8.0263,0.3938,-0.42,-2.7718,39.75,-77.94,44.69,-4.7981,4.3641,2.6808,7.0181,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,27.941,27941,-3.89,-7.72,0.36,8.6522,0.7658,-0.5061,-1.3712,28.25,-84.69,31.81,-4.6784,2.7717,2.375,5.9339,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,28.062,28062,-3.02,-7.92,0.16,8.4778,-0.3283,-0.3054,-0.8487,20.75,-87.56,21.63,-4.4599,1.3628,2.0831,5.1076,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,28.184,28184,-4.42,-7.08,0.29,8.3515,-0.096,0.396,0.192,18.81,-86.0,18.88,-4.4546,0.2503,1.8468,4.8288,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,28.305,28305,-4.01,-8.35,1.08,9.3257,0.084,0.4887,0.8999,23.44,-85.44,26.63,-4.396,-0.883,1.7458,4.8117,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,28.471,28471,-5.33,-6.83,1.3,8.7606,0.0098,0.2705,1.4257,33.94,-81.44,39.63,-4.5191,-1.6667,1.687,5.1036,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,28.591,28591,-7.02,-5.14,1.3,8.7972,-0.2563,0.1702,1.7802,44.25,-78.0,50.69,-4.8487,-2.1244,1.636,5.5407,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,28.712,28712,-7.8,-3.18,2.18,8.7009,-0.3763,0.2673,1.8719,57.0,-69.19,63.88,-5.2376,-2.2635,1.7077,5.9558,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
3,10,0,0,28.833,28833,-8.63,-0.22,2.0,8.8615,-0.2956,0.2858,2.0006,66.63,-53.75,74.75,-5.6846,-1.9942,1.7462,6.2722,P003_Dumbbell_Concentration_Curls_Abrupt_Initiation_2_02.csv,2,2.0
